person,label
e0848af4,0.078170635
811b25fd,0.00868884
33b6da32,0.005341662
62f88039,0.0070269043
d010170b,0.050296817
27c58569,0.006333278
847b40a8,0.15153185
aea593cd,0.15937541
0d491a97,0.046477478
a0cf85b8,0.005771766
a7a651a9,0.008058766
8ed9e6f4,0.16373278
91274e51,0.022314299
078baec6,0.030289771
f3db7ee1,0.20508806
5dc80ac6,0.005341662
bb62445d,0.07003307
cd883145,0.047791924
35259134,0.031974636
08a82be5,0.053698186
5842c17d,0.21544252
b261977e,0.04513956
8aa5e0d6,0.22537503
45228a20,0.008058766
7f302cb0,0.21290044
9df21469,0.04155391
baf3e801,0.043012094
66b1e1fc,0.02564758
fdfa8de9,0.017599715
cdd8bff0,0.01701012
019ac712,0.005341662
c96353d2,0.018634925
33fd8777,0.0072330134
57fda37b,0.008696552
8d4871e5,0.02204877
d8c206b4,0.12842247
50ddf0e6,0.0069898046
4540ea89,0.01169619
8e96b9f3,0.045451213
0d4ff378,0.004407311
15a387cc,0.0061753597
e5ca4cf8,0.0061996407
3b63c0e7,0.012516511
1c895a10,0.00749016
16240ed7,0.015372153
5ccda85d,0.004704687
9c4c7c4f,0.04945021
469142a7,0.020945331
ac1583f1,0.047828328
55c12370,0.15198648
7bc14702,0.050485183
f8b0b255,0.02426296
404a56c8,0.019548925
845c97aa,0.012322792
3250bb4c,0.027997093
f008fa79,0.021784585
814907c9,0.00561456
59c58e14,0.007786778
e0cd7123,0.052714426
592d9dcc,0.0923555
c5d94b7e,0.0049083815
e1bebdaa,0.0049083815
16d8c2b9,0.0049083815
9e150660,0.005883023
efa4a3a1,0.005360964
78c0f1fb,0.013847659
ba1bec4f,0.008438071
dba88b07,0.015320418
e57fce7a,0.09394238
59005136,0.0069845743
b4fb0b1d,0.0049083815
f3753b33,0.011541355
966e44f8,0.04883436
25b582b8,0.0084787505
65f8d5cb,0.007807474
b3c6d9c9,0.016458137
e05a69dc,0.028808873
686caccf,0.073788114
7aaf6a5d,0.022951687
935b71e8,0.015266188
069b6014,0.004542322
d1234702,0.061457034
031bee81,0.00561456
a1366568,0.055755936
d4d0574c,0.067663446
a11ca9f4,0.047542304
2a617e51,0.021114526
69e0170f,0.017397033
103fe4b6,0.004990716
add5b338,0.028624084
a1c4090f,0.027286693
1a3bbb33,0.007334309
a5387dcc,0.012028701
04e15d15,0.014547436
f5b98da1,0.004542322
8e442787,0.017497348
6fe3a568,0.014677681
b8d43db3,0.04163328
a9eeb58b,0.016962292
b0d6ddf1,0.0069959997
1b384b8d,0.031367186
08198e83,0.006739188
cd08ab61,0.015682915
192e84d1,0.027241359
208e734b,0.09416377
d23b1163,0.0072605945
81db8dd5,0.111490406
0f9d51be,0.0066958857
dc007bc9,0.07667639
e763d0f8,0.014942649
fc307b33,0.12877941
3ee07c70,0.012968873
7ccb064f,0.019695485
a3fc70c1,0.015893014
0163bf88,0.014434407
bf3da248,0.007613965
c832930f,0.0049083815
f3fadb05,0.028781073
6d3bab2f,0.028048024
8a0e24c0,0.0351739
7ded5da1,0.005499882
5eeecfe0,0.1360582
0c26d732,0.013932023
7c3d12b2,0.0069845743
80746f28,0.12703864
23f11762,0.010457381
5d4b9dc0,0.0049083815
5a01d36f,0.14155345
b58f6306,0.00561456
fb48152b,0.0070283255
8039aded,0.004542322
57a4f1f7,0.004990716
a7ffa917,0.041948065
4902ccf4,0.023932606
f79ea750,0.3398846
73d5de02,0.005499882
e573d6b3,0.20708694
48b39f36,0.0058609415
3bf1d319,0.008924389
577e62c4,0.00519455
e0191a9e,0.010971363
35126bd3,0.08231946
49dd019b,0.0067916657
412b3889,0.04558747
c92bee7b,0.013958894
8d34d460,0.041680615
2c6b5b48,0.0059432606
a8ece5ba,0.17978968
9851c1a7,0.02794627
8d81917c,0.13570997
b10a91bd,0.00561456
10c4a037,0.023534518
50fd68d1,0.03249536
64ac1f09,0.010499921
96331f0c,0.14544876
fd66d9ab,0.09872508
a92dc13e,0.004990716
685aebd9,0.004542322
fb81265f,0.025247447
b46f1c70,0.010346363
ce07e87b,0.017590903
3e999bef,0.03749264
bb4c2005,0.00522689
a4cffde0,0.041246835
a8d01d7f,0.03134824
e4b838ce,0.013186375
c0aa2595,0.016485352
53c81963,0.025040872
0337d5ce,0.040953044
beb282da,0.019523008
00b1b9d0,0.13929191
43a614ab,0.025330035
8c54e2ee,0.027760314
531a6385,0.079783276
9479169f,0.0065489993
4c0dc2e5,0.04284399
a3c4e6a2,0.026336761
bd438105,0.058754675
314b0741,0.19431585
967a21bf,0.004542322
b4a353f6,0.0057432633
5437de8d,0.105258666
45758c2f,0.0049083815
09b0e60b,0.0064629046
5b14308c,0.011398838
469b03d4,0.016338166
246dc465,0.008833609
3150f57c,0.09603548
c356ef03,0.004542322
47e72d13,0.013249845
32cc7208,0.14971878
7f9a94c2,0.03575726
1d3f4f3f,0.24082564
45c6dfdc,0.028028434
ab9fd1f7,0.030156152
8dba431b,0.016782878
9427514d,0.23731111
0ecfca50,0.014664419
2f7e4496,0.00522689
a242c4dd,0.0063564377
391143bd,0.07326886
8b6e89e3,0.05853366
9b831e33,0.021625847
c1a1d786,0.0051832227
55a627f6,0.015241313
31e062cf,0.14680922
08e040a4,0.0076105893
629a6941,0.010201439
075e85f8,0.015294844
8c18dca5,0.0062578875
84fca32c,0.015505613
1676e1fd,0.004990716
818a6f90,0.041960724
32c56bbf,0.010445968
3813e029,0.044354066
01af6573,0.035741884
15ed28c8,0.059221935
fc07daee,0.018583376
075c5198,0.020751977
ce366032,0.009059133
3bfc0ef7,0.06455805
91f1565d,0.00945138
61fbc204,0.006581888
0f4eb377,0.08382069
3ae452f4,0.33358625
a4c38031,0.029128507
399448e2,0.052165195
bfd1e5fa,0.045816965
8d248524,0.004787132
85984185,0.047876038
51f8f102,0.011003432
30a389b9,0.087853774
406a111f,0.006768273
35b4c78a,0.027872937
9a36f893,0.029440211
a86b2b18,0.008998448
3587680c,0.056111433
ef0ea2f8,0.00522689
c701a73b,0.03346261
30cac88d,0.060658917
1a684dec,0.06528384
12511bec,0.0151973525
67a3e8b5,0.00926572
ed1bd47a,0.018884007
be049694,0.06499602
feae3a24,0.052755408
509fac54,0.014775729
de905924,0.03477698
8c75a7ef,0.22828466
56370234,0.008044869
05832043,0.0071803173
196fa4e4,0.007911774
7a7db25b,0.02108078
ec4fc555,0.0073052226
29d83daa,0.0052725533
3306d3e5,0.21196727
d14ea638,0.063045435
8663bd91,0.18623906
86f7cd53,0.018765105
037a2f9e,0.016216971
10895fab,0.061295014
b8c46d39,0.117666535
b40a0096,0.004838053
b7558340,0.07269768
f17b0c3c,0.006935698
05fdf4d4,0.015009946
3b48d02d,0.008208284
6d8d66c6,0.020058256
3ec6a070,0.0055940216
b42855a1,0.012876415
d8f7ceaa,0.004990716
5a83b6ad,0.06513847
3afd399e,0.14304264
0e085e1a,0.005451441
3316dadb,0.004407311
a24702e2,0.009050208
9979d6ae,0.007186419
f10c5fb7,0.0108080385
f967c243,0.020173844
a094dfe5,0.007058573
17a566be,0.014302188
dd4f07d0,0.036971834
8ec1d18e,0.08992899
dd1f0cdf,0.007764411
b3521515,0.004787132
6c9d1efc,0.1069647
131ef60f,0.0052680466
5044652b,0.40202266
9fa8316f,0.19408473
205b70a2,0.16405037
4e43f263,0.008920894
d6071127,0.019341916
3d5be8c9,0.006017064
049c35a9,0.087221034
a9685833,0.021055935
47f72ace,0.048084743
eac7ec17,0.013563553
4beeb20e,0.0068671363
7e62a26b,0.004542322
84903b1f,0.018828904
04287e35,0.09493916
b86fc19c,0.04628025
a4f98f90,0.004580132
7ef0c48a,0.010945543
60acc084,0.0068763196
829c3aa6,0.0040784674
c5957a4d,0.0053525367
4a0f13fe,0.12966448
9ef1f3c9,0.004990716
b40a493e,0.037927844
ab279c6c,0.0058187954
fe73556d,0.011356338
006fc943,0.11685973
b7202758,0.0072086207
24a1ae90,0.014011977
3c0702cb,0.13806999
cb42a8a7,0.105258666
dc0a1779,0.0031970446
d2942a41,0.0063564377
fafdf609,0.10704215
5246d2b4,0.04858474
0ba4e604,0.07537333
848cc9bd,0.099315844
5b2142e9,0.057077605
e3e70391,0.0045265104
626d2cd6,0.12771985
5c883c80,0.03765552
a82ca219,0.029412825
49923f05,0.020845171
e9017eaa,0.022551578
05fab3e2,0.147023
5dfbdae3,0.0963088
aae029c6,0.20752688
d57acb40,0.017301118
07a7e6be,0.14042959
3792f9c1,0.117893
3ee9bc2e,0.16765262
b3c52846,0.0052691684
d30f4a69,0.028096864
cec7a4bd,0.006150584
ed3b772d,0.01891109
cf994a08,0.14176887
5cb6c049,0.017482607
32e101e3,0.005247335
012d8fd8,0.26117307
aaab7b80,0.17661695
77dbfe60,0.096638165
c1010c6d,0.030004224
cbe3be2e,0.12318566
7ee93c8d,0.014827846
5b9427d3,0.017245695
044df6bc,0.326291
ddeb5530,0.025668614
15ca67ea,0.00485612
96a88e59,0.34781674
fa54a67d,0.023363438
78048771,0.010260347
c133d192,0.040538806
793b14f2,0.056964166
ca0c7464,0.11542463
1be11956,0.03319523
7d113130,0.022435253
5849e449,0.17193408
3dc3e4f8,0.23539582
258f217d,0.012443851
d6b3a67c,0.10019543
5bcf6cd8,0.010424382
26fafe2c,0.06214641
8dfd6a41,0.018241562
1285927f,0.015178703
15344c67,0.008263567
6dd1d9d8,0.10915069
8a310321,0.0070779333
ee49989a,0.053184472
8d38e9a5,0.005698816
2773710e,0.017823879
d5c05878,0.039207473
8597195b,0.04836917
83269101,0.062737994
db599143,0.0547761
08991bf9,0.18432207
e9aec07a,0.08662465
b3d668e9,0.16560598
23c2b2cd,0.36637768
df882002,0.011342272
e8c754f7,0.023727665
618388ac,0.007495887
0e738801,0.018816287
12226507,0.0807066
755082cf,0.1253329
8d038f6a,0.026002444
05e816e1,0.030309077
0bf0f4b8,0.044249993
018c1154,0.037450608
38b66a87,0.005698816
8e9dc4f9,0.010301026
6dadb140,0.015213355
e43ac1a0,0.011582662
c1933643,0.013702985
a62de774,0.015840827
e34d9541,0.04744395
c5b412fe,0.0072393953
78bfa6a9,0.017246503
bb7b8411,0.063492015
0dad8ce0,0.019175177
8f971140,0.032759577
c50ca152,0.022527233
b3828db5,0.11258585
fcb47e2b,0.005698816
ecd15314,0.010255744
395e35e1,0.056345508
1978e8a5,0.032879386
6b1f5017,0.3567019
0a3a754c,0.028921653
ada50143,0.037475254
9a5f8232,0.06416676
77f27026,0.017866468
571ef0f4,0.094117396
8b6d30b2,0.1377469
03d5db8f,0.0070779333
1f17de40,0.089917324
34cf7464,0.22484164
5f2ba6a1,0.005698816
38b844cb,0.005698816
7fc948cd,0.052206293
6d3fa121,0.057886444
0fb0e13c,0.1982646
a5ab3141,0.05066496
abc6b126,0.005698816
7b0d8976,0.016437272
346aebaa,0.005698816
0c4aa321,0.005698816
9ce8abb3,0.18782024
b0b5d382,0.048653495
89b86cc2,0.017435286
174bbe75,0.005698816
1003b1b3,0.043871462
eba8faaf,0.049704213
d5f4ea27,0.18146996
b4092bfc,0.005698816
fb6999b1,0.18832953
f554639d,0.1253329
ee9ec4aa,0.22487974
4ee0e1fc,0.07385092
6013e2cd,0.005698816
b03c1a1c,0.01359079
0556c3b8,0.024570048
765e0fb6,0.018289797
6446fb96,0.029873382
ed60a3ea,0.03156842
c505ef17,0.18950818
1e1952e7,0.03947722
38fed89b,0.28836733
ffa28549,0.025472218
a547ec1c,0.04153426
25c33cf4,0.04661859
1b19ab63,0.16764772
822546bc,0.05075471
8dcb5433,0.018512983
b679280b,0.1520584
a40f45e9,0.06932792
ceccdb50,0.025608221
34e64e88,0.053606145
6863bbc8,0.007495887
880b13ad,0.2407783
b21bcc6a,0.0521459
619ef022,0.072029345
0c1105ed,0.033780377
13cd8455,0.01960326
ce5b0018,0.05061541
f0635a47,0.028011428
18271e21,0.07773861
7a5b7659,0.054549295
9caa0ab8,0.06545679
c72a6cd3,0.10471526
5de03756,0.06979746
55a58926,0.20752688
689a9a99,0.057967603
5b790037,0.065540284
a1ab5834,0.016760437
64da4cbf,0.005698816
f24c5fc9,0.018220533
37819f90,0.005698816
6aa5f8e1,0.030780926
d3fa175a,0.010227062
1cb9f6b8,0.0157407
6c85c171,0.036494955
c275534c,0.01013963
0ee4c3de,0.047849994
b4ec7ca6,0.09017247
486eb592,0.04036369
6a51c12d,0.101229034
15135e58,0.2450236
4495e172,0.072236486
4db16849,0.01535753
c1d6434d,0.043896664
062d7384,0.061696954
00b5303d,0.017065022
7ea51d21,0.1525769
8e2a329e,0.1451489
cd603c5c,0.19253479
8685093e,0.009749013
f1e64960,0.021821838
120d18a9,0.121971086
5f7c168c,0.010311029
34b53d0c,0.022438124
054c06b7,0.04900351
752f5ff1,0.005698816
b3433c4a,0.015477963
a838a3ac,0.1525769
b4d02484,0.23559593
e4aba04d,0.031185158
96ad02f8,0.09018339
c9d6ace1,0.0668998
f900cc70,0.06346093
93bb9b2f,0.006157499
4e59e7fa,0.16630287
19d3a268,0.015896207
8f506b39,0.007107322
9941e2c9,0.029564295
1399f441,0.009398564
a807cd06,0.10037265
978e076b,0.01877262
36fc008b,0.13108237
8e825724,0.017954411
39199dfc,0.006157499
87ea0eed,0.02003243
42c05b22,0.019938648
4d2b09f5,0.011370592
cb17811c,0.11227112
487e6bbe,0.07047087
27e51f8d,0.09392491
bd3d1c48,0.2335668
903e0a50,0.017894227
a931d4ff,0.01308066
4cd5a8aa,0.0088362815
7ba05207,0.079627745
f5fb228f,0.005698816
f1a33ec7,0.025784487
edef901b,0.12095379
9069d261,0.6845177
241af2b1,0.050825264
a782115e,0.005698816
d079f591,0.01433503
ae5b937c,0.12549482
b568bbc7,0.013648854
2df6bc0c,0.019140668
cfd0afbb,0.005722517
7f026072,0.031861894
21858191,0.006157499
2a510054,0.005698816
a457ac65,0.22541294
520dccde,0.05147842
4004f556,0.013229412
da91811e,0.005698816
16004086,0.106573336
d0364374,0.1253329
4a279402,0.008773011
95481666,0.024415735
a0e4869e,0.013064604
a358e3eb,0.07800694
3cc122e4,0.023846991
af4b831b,0.02447814
6a98d696,0.06745027
1d827d55,0.006157499
ad2e7b83,0.19528511
08d3db92,0.05619569
77cc1a7e,0.08165991
473772bb,0.016254807
71057439,0.02769831
553d7f42,0.07453216
e0907151,0.058331024
eb53671f,0.011342272
e36f346b,0.12912746
e5e35a5f,0.082834594
e3a9a645,0.0070779333
112a5fef,0.018947858
6d7943dc,0.009042761
2f6241b3,0.06007149
9dd22d6f,0.2191727
e2dc0d84,0.005698816
fbb4737b,0.017928315
ef53bdc4,0.03630722
b1ea6b52,0.029219627
72488c19,0.028751511
f20584dd,0.16244064
08c15659,0.004110396
52407601,0.03881735
112846e0,0.036320727
0311c318,0.0121311825
1bce2503,0.0067562824
816e67ff,0.020279147
028d0864,0.14572583
63a1da43,0.007495887
d10e8bec,0.04820317
ff69d6dc,0.005698816
73afb1be,0.010255744
beee3212,0.05147842
03d269f6,0.028305331
9d0288b5,0.012443851
888a11a2,0.16401201
c6b1d8a8,0.0052691684
f8b16dcd,0.005698816
ffdafc72,0.058811363
22c0d301,0.005698816
d609dd0e,0.011771622
14e8a4e4,0.009067797
b715948d,0.05943811
f7916afa,0.0093148695
8607146c,0.02485319
6b9151d0,0.014845444
5e847022,0.042891633
c4c87674,0.0063921837
a07310fe,0.009851219
2133046c,0.06154021
78681bab,0.034101516
6e7e46bc,0.030223934
5b870a9f,0.005597479
4334f96c,0.0074881786
927e9014,0.0106631145
4891fd90,0.018564587
663d79b2,0.006344703
64d63685,0.008807045
8a5b0208,0.004820124
32421b39,0.01101369
ffa0d7a0,0.005120769
79e88fc8,0.016323382
fab73f46,0.023410609
ae6bbc7e,0.0060641724
104090c6,0.0064342176
db08f1ae,0.015744453
c6c8f3cb,0.18070059
ea4818db,0.037023205
ffbb282f,0.008002355
3aaa644b,0.005818608
b833c702,0.13865148
bf0c8fb2,0.028878273
fcd9d93a,0.1962836
2bc0d981,0.009745285
2c3744f5,0.008719211
1e9c7469,0.008066485
e58e5adb,0.013290466
1d44c9de,0.0076854583
d4680fa9,0.18279557
3d7a52cb,0.06503484
3008db1e,0.01371443
6a818ca2,0.069330186
444a96dc,0.02990411
c02c5e56,0.016993513
65c97ace,0.27166104
56af763a,0.007130329
aabaaac3,0.017807491
27112590,0.0049075615
908d41eb,0.026989345
38b6eddc,0.0112790195
99de1ea7,0.12300055
03b999c7,0.26246542
a75e57a0,0.005120769
d093d389,0.0074699535
7cd272bd,0.013316262
b2e276ca,0.055996016
869d0f8b,0.0051710512
d17f3e33,0.0051115267
890f378f,0.010101304
55103a4f,0.011714741
01c9f8d2,0.008444604
e730c9d5,0.041211493
623132a0,0.0045139478
76616990,0.5585628
49d11b2b,0.016205389
297c0103,0.04905486
09e890f1,0.0045896964
da1cc049,0.004806985
c96eadfa,0.0045139478
36e767ba,0.012931807
1baaee4c,0.14112861
a264cfb3,0.009502475
801ae277,0.00811879
d99c81e8,0.011817759
70d6783b,0.0050581573
c1336536,0.025413694
d382559e,0.016646678
1f73db98,0.006692382
549a5e1b,0.038687497
27be2210,0.02035607
6ef7edcd,0.016817471
68bb6e54,0.010728612
07b96270,0.014563863
842eecae,0.12549482
11e1bf8b,0.013575291
771ddcc2,0.01156923
916cc097,0.008216529
6330527b,0.039248645
bd94ef51,0.006424373
39896b5b,0.0045896964
0ee2cb99,0.15272433
2816eb08,0.018592387
72687f01,0.045403536
da99028a,0.012690226
48cb1cb1,0.028117979
72c0cd6b,0.022832545
5dcbe595,0.01327951
1f919431,0.03145857
03bb6dc9,0.005130754
c92c3328,0.011977238
b9ed743c,0.014067237
205d77d7,0.116380565
1a6498ed,0.009854373
3f6c9fe0,0.012814861
3fc8b3fe,0.004177179
29b9f07e,0.0037504719
e7282b34,0.0045896964
100ff712,0.014510513
25b77cf2,0.044815265
203881b1,0.014862532
66fa6241,0.008909872
eb40c8c1,0.15693198
e93b04e2,0.005120769
390d180a,0.005120769
8cdc7297,0.005818608
1c349735,0.041744746
1a694e3c,0.0056431233
eecc7719,0.027812043
fce658e9,0.010213773
6c26ff10,0.008452686
82853c43,0.19090176
2b510455,0.035848584
0f18f196,0.027644958
343b1fad,0.011661867
c2b0b7cc,0.034400724
dcbecf6f,0.010471739
a012c92d,0.0045896964
edb9c7ad,0.01952211
c07c7a0f,0.01384525
c4c6021b,0.0075079687
2753d362,0.047478367
e46cd1a9,0.005829845
4378ff7f,0.06195615
8eea78b1,0.029794417
86083dd4,0.015898915
5613ba35,0.38371694
3a6c87c4,0.011731275
3a84de00,0.007981431
3365cd6c,0.010164792
169956b0,0.036069084
25950776,0.025305148
1ab95a66,0.12726752
9a886433,0.22978212
6e81ed75,0.021158032
6af63e25,0.11797115
bee01672,0.02500629
f345a49c,0.41280526
c21fe110,0.04163116
989674b9,0.010103741
ef3c3285,0.06245085
b86febfb,0.00681054
6e46da0e,0.050441276
0c8db2e0,0.009436227
38e7b3f1,0.032151222
44032147,0.046797205
a6f50b47,0.017804148
b11c3935,0.006556132
a5d6408b,0.30891216
b998d158,0.04606656
49954375,0.010164696
753207dc,0.007216802
69758997,0.0049373833
16d284c9,0.00603293
1230801a,0.20419495
18594cce,0.017463213
e39e5931,0.005120769
98f817d6,0.007948959
7c43e04a,0.005016778
f50f6ce6,0.0045139478
8a641afc,0.019774731
445c5b9f,0.0063276025
acdf8cdd,0.06319009
2d242be6,0.023521015
9dcf5b1b,0.02268991
b4388c45,0.015006795
12cfdb4c,0.07300981
9a152ea9,0.0056431233
79c13509,0.016550949
d8caae0e,0.0060678576
ae8f2b02,0.01094972
2f21f7fe,0.029690018
c13dcf49,0.020652106
5130e4fb,0.011170154
a9f08ac1,0.00870488
652f2bd2,0.025050802
a72cb8c1,0.018389145
87dc89e1,0.04939668
acebe45d,0.010178104
11310cbb,0.006875473
02c73278,0.0045896964
11767781,0.045969933
aca39d99,0.005240375
4378cf86,0.009476524
9aaf56d0,0.007848823
38b62c5e,0.045255907
d5f053cc,0.008187685
197ef627,0.019219527
